"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Myanmar,2011,92.5415,175.6799,8.8024,66.358,17.3583,0.0228,86.550522,70.11951625,18.98704985,16.8598,0.2903,63.9647,11.4267,83.1384,0.07,2.57,2.62,2.33,3.8236,5.5161
Myanmar,2012,98.9275,184.7119,11.7416,69.1083,18.0534,0.0242,89.5526,74.6745611,20.46062176,20.2155,,67.1175,11.5703,85.7844,0.12,2.99,3.86,3.06,4.8298,5.4757
Namibia,1990,7.4172,15.2765,0,3.8188,3.5984,0,7.82352,3.849638757,3.603363193,,0,7.0883,0.2324,7.8593,,,,,,0
Namibia,1991,8.7285,16.588,1.12,3.9341,3.6743,0.0001,8.94369,3.964950162,3.67924784,1.2179,0.0001,7.2603,0.2402,7.8595,0.08,0.06,0.01,0.47,0.6779,0
Namibia,1992,8.6899,16.5496,1.22,3.8656,3.604,0.0003,9.04387,3.896511568,3.608932488,1.3292,0.0003,7.1024,0.2481,7.8597,0.09,0.03,0.01,0.5,0.7892,0
Namibia,1993,8.703,16.5628,1.42,3.761,3.5216,0.0004,9.24404,3.791832973,3.526517135,1.5406,0.0004,6.8961,0.2559,7.8599,0.1,0.21,0.02,0.52,0.7906,0
Namibia,1994,8.914,16.774,1.641,3.7561,3.5164,0.0006,9.465202,3.786944379,3.521291783,1.7819,0.0116,6.8668,0.2637,7.86,0.14,0.23,0.02,0.57,0.9619,0
Namibia,1995,9.0369,16.8971,1.781,3.7541,3.5012,0.0007,9.605372,3.784935784,3.50609643,1.9133,0.0117,6.8304,0.2715,7.8602,0.1,0.04,0.02,0.61,1.2433,0
Namibia,1996,8.9357,16.7672,1.9456,3.6371,3.3515,0.0015,9.749778,3.661011432,3.354926912,2.0737,0.0271,6.5409,0.284,7.8314,0.12,0.04,0.2,1.04,0.7937,0
Namibia,1997,8.8012,16.6222,1.9856,3.5902,3.2231,0.0022,9.781768,3.61199708,3.226237394,2.1341,0.0279,6.3427,0.2966,7.821,0.11,0.04,0.21,1.06,0.8241,0
Namibia,1998,9.4566,17.353,2.0833,3.8558,3.5145,0.0029,9.90585,3.913102727,3.531107876,2.2045,0.0762,6.8768,0.3091,7.8964,0.1,0.05,0.2,1.1,0.8545,0
Namibia,1999,9.3781,17.2263,1.97,3.9037,3.5008,0.0037,9.7872,3.930748375,3.504688358,2.1649,0.0037,6.888,0.3216,7.8482,0.11,0.04,0.21,1.12,0.7949,0
Namibia,2000,10.0915,18.0018,1.92,4.2863,3.8807,0.0044,9.78536,4.325714023,3.88633884,2.1253,0.0044,7.6277,0.3341,7.9103,0.13,0.01,0.2,1.11,0.8053,0
Namibia,2001,9.8922,17.918,2.41,3.9885,3.4881,0.0057,10.39884,4.020772636,3.49265085,2.623,0.0057,6.9247,0.3389,8.0258,0.06,0.01,0.25,1.34,1.023,0
Namibia,2002,8.8743,16.927,2.08,3.6701,3.1171,0.007,10.08891,3.70836125,3.12273286,2.3106,0.007,6.223,0.3436,8.0528,0.05,0,0.22,1.18,0.9106,0
Namibia,2003,8.8825,16.8733,2.22,3.6281,3.026,0.0084,10.1803,3.654449863,3.030144871,2.4483,0.0084,6.0774,0.3484,7.9908,0.08,0.02,0.23,1.23,0.9683,0
Namibia,2004,9.3164,17.2942,2.33,3.7501,3.2266,0.0097,10.28164,3.773098477,3.229826881,2.5659,0.0097,6.3876,0.3531,7.9779,0.05,0.01,0.24,1.3,1.0159,0
Namibia,2005,10.0856,18.1057,2.33,4.2413,3.5033,0.011,10.31359,4.27308709,3.507988891,2.5736,0.011,7.1431,0.3579,8.0201,0.03,0.04,0.22,1.38,0.9336,0
Namibia,2006,11.0925,19.038,2.35,4.516,4.214,0.0125,10.2841,4.525986571,4.215456952,2.6083,0.0125,8.1203,0.3614,7.9455,0.08,0.14,0.24,1.26,0.9683,0
Namibia,2007,10.264,18.293,2.43,4.1236,3.6965,0.014,10.42856,4.150226051,3.700225013,2.6929,0.014,7.2022,0.365,8.0289,0.11,0.17,0.25,1.27,1.0029,0
Namibia,2008,9.7556,17.8412,2.79,3.7972,3.153,0.0154,10.83225,3.835205532,3.158353074,3.0476,0.0154,6.324,0.3685,8.0857,0.11,0.23,0.26,1.4,1.1576,0
Namibia,2009,11.6155,19.634,2.86,4.5444,4.1942,0.0169,10.8501,4.569255013,4.197741135,3.1223,0.0169,8.1043,0.372,8.0185,0.11,0.11,0.25,1.55,1.2123,0
Namibia,2010,11.2264,19.258,2.9937,4.3092,3.9052,0.0184,10.993674,4.336874493,3.909089196,3.2569,0.0221,7.5719,0.3756,8.0316,0.12,0.08,0.27,1.62,1.2869,0
Namibia,2011,14.23,22.3115,3.1346,5.5162,5.559,0.0203,11.172936,5.553963572,5.564332122,3.2812,0.1448,10.4254,0.3785,8.0815,0.12,0.03,0.29,1.65,1.3112,0
Namibia,2012,14.4044,22.4902,3.18,5.5798,5.6225,0.0221,11.22149,5.618592652,5.628025048,3.4555,,10.5453,0.3815,8.0858,0.13,0.04,0.3,1.74,1.3755,0
Nauru,1990,0.1611,0.1611,0.1576,0.0029,0.0006,0,0.157552,,,,0,0.001,0.0025,0,,,,,,0
Nauru,1991,0.1575,0.1575,0.1539,0.003,0.0006,0,0.153888,,,,0,0.0011,0.0026,0,,,,,,0
Nauru,1992,0.1466,0.1466,0.1429,0.0031,0.0006,0,0.142896,,,,0,0.0011,0.0026,0,,,,,,0
Nauru,1993,0.1431,0.1431,0.1392,0.0032,0.0006,0,0.139232,,,,0,0.0011,0.0027,0,,,,,,0
Nauru,1994,0.1358,0.1358,0.1319,0.0033,0.0006,0,0.131904,,,,0,0.0011,0.0027,0,,,,,,0
Nauru,1995,0.1322,0.1322,0.1282,0.0033,0.0006,0,0.12824,,,,0,0.0011,0.0028,0,,,,,,0
Nauru,1996,0.1249,0.1249,0.1209,0.0034,0.0006,0,0.120912,,,,0,0.0011,0.0029,0,,,,,,0
Nauru,1997,0.125,0.125,0.1209,0.0034,0.0006,0.0001,0.120912,,,,0.0001,0.0011,0.0029,0,,,,,,0
Nauru,1998,0.1214,0.1214,0.1172,0.0035,0.0006,0.0001,0.117248,,,,0.0001,0.0011,0.003,0,,,,,,0
Nauru,1999,0.1142,0.1142,0.1099,0.0035,0.0006,0.0001,0.10992,,,,0.0001,0.0011,0.003,0,,,,,,0
Nauru,2000,0.1069,0.1069,0.1026,0.0036,0.0006,0.0001,0.102592,,,,0.0001,0.0011,0.0031,0,,,,,,0
Nauru,2001,0.0997,0.0997,0.0953,0.0036,0.0006,0.0002,0.095264,,,,0.0002,0.0011,0.0031,0,,,,,,0
Nauru,2002,0.0961,0.0961,0.0916,0.0037,0.0006,0.0002,0.0916,,,,0.0002,0.0011,0.0032,0,,,,,,0
Nauru,2003,0.0889,0.0889,0.0843,0.0037,0.0006,0.0003,0.084272,,,,0.0003,0.0011,0.0033,0,,,,,,0
Nauru,2004,0.0853,0.0853,0.0806,0.0038,0.0006,0.0003,0.080608,,,,0.0003,0.0011,0.0033,0,,,,,,0
Nauru,2005,0.0928,0.0928,0.0879,0.0039,0.0006,0.0003,0.087936,,,,0.0003,0.0011,0.0034,0,,,,,,0
Nauru,2006,0.0599,0.0599,0.055,0.0039,0.0006,0.0004,0.05496,,,,0.0004,0.0011,0.0034,0,,,,,,0
Nauru,2007,0.0601,0.0601,0.055,0.004,0.0007,0.0004,0.05496,,,,0.0004,0.0012,0.0035,0,,,,,,0
Nauru,2008,0.0602,0.0602,0.055,0.0041,0.0007,0.0005,0.05496,,,,0.0005,0.0012,0.0035,0,,,,,,0
Nauru,2009,0.0567,0.0567,0.0513,0.0041,0.0007,0.0005,0.051296,,,,0.0005,0.0012,0.0036,0,,,,,,0
Nauru,2010,0.0604,0.0604,0.055,0.0042,0.0007,0.0006,0.05496,,,,0.0006,0.0012,0.0037,0,,,,,,0
Nauru,2011,0.0569,0.0569,0.0513,0.0042,0.0007,0.0007,0.051296,,,,0.0007,0.0012,0.0037,0,,,,,,0
Nauru,2012,0.1744,0.1744,0.1687,0.0043,0.0007,0.0007,0.16868,,,,,0.0012,0.0038,0,,,,,,0
Nepal,1990,20.1511,53.1513,0.935,14.5182,4.6963,0.0016,33.58394,14.76496845,4.800704926,3.6069,0.0566,15.9983,0.4994,33.0001,0.05,0,0.2,0.34,3.0669,0
Nepal,1991,20.6201,53.9999,1.176,14.6706,4.7717,0.0018,34.204662,14.91738922,4.876055684,4.0888,0.0678,15.9585,0.515,33.3799,0.06,0.03,0.26,0.4,3.3984,0.0003
Nepal,1992,20.613,54.5548,1.2372,14.5778,4.7959,0.002,34.827958,14.82458999,4.900296442,4.3307,0.1192,15.6224,0.5306,33.9419,0.08,0.04,0.14,0.43,3.72,0.0007
Nepal,1993,21.5483,56.0522,1.4156,15.2371,4.8935,0.0022,35.568268,15.48388077,4.9978272,4.7626,0.1377,16.1117,0.5463,34.5039,0.08,0.05,0.19,0.48,4.0415,0.001
Nepal,1994,22.4551,57.5209,1.7576,15.6262,5.0689,0.0024,36.472252,15.87304154,5.173257959,5.3145,0.1599,16.4088,0.5619,35.0659,0.1,0.07,0.32,0.55,4.3731,0.0014
Nepal,1995,23.6523,59.2802,1.9012,16.4737,5.2749,0.0025,37.177906,16.72048231,5.379238717,5.7164,0.1638,17.1947,0.5775,35.6279,0.11,0.03,0.34,0.62,4.7246,0.0017
Nepal,1996,24.3539,60.5087,1.9639,16.9551,5.4311,0.0038,37.795938,17.18172553,5.527185087,6.1345,0.1577,17.4787,0.593,36.1548,0.13,0.03,0.3,0.64,5.1621,0.0024
Nepal,1997,25.1202,61.7339,2.1936,17.364,5.5576,0.0051,38.581744,17.52249875,5.624561456,6.7226,0.1187,17.6604,0.6086,36.6137,0.13,0.08,0.29,0.73,5.6196,0.003
Nepal,1998,25.8411,63.1829,2.3192,17.7866,5.7289,0.0063,39.282772,18.05234197,5.841467826,7.1607,0.1456,17.9008,0.6241,37.3418,0.15,0.09,0.3,0.76,6.0071,0.0036
Nepal,1999,27.0446,65.1542,3.1129,18.2386,5.6855,0.0076,40.697006,18.61005519,5.839574196,8.2988,0.1505,17.9557,0.6396,38.1096,0.15,0.05,1.02,0.77,6.4545,0.0043
Nepal,2000,27.5905,66.079,3.2102,18.6349,5.7365,0.0089,41.306034,18.91114841,5.852960566,8.7269,0.1591,18.0494,0.6551,38.4885,0.17,0.02,1.09,0.82,6.792,0.0049
Nepal,2001,27.9444,59.9687,3.4429,18.7242,5.7652,0.0121,35.339626,18.81367735,5.803324669,9.0354,0.155,18.0869,0.6672,32.0243,0.12,0.01,1.25,0.74,7.0309,0.0044
Nepal,2002,27.4264,59.3179,2.7829,18.9563,5.6719,0.0153,34.653916,18.97061629,5.678048772,8.4439,0.1582,18.1451,0.6792,31.8915,0.14,0,0.63,0.78,7.0299,0.004
Nepal,2003,27.9036,60.2365,3.0166,19.2102,5.6584,0.0185,34.92868,19.50668523,5.782642875,8.7423,0.1651,18.305,0.6912,32.3329,0.13,0,0.76,0.78,7.1988,0.0035
Nepal,2004,28.0842,60.4278,2.8029,19.4858,5.7737,0.0217,34.673486,19.81745417,5.915136979,8.6008,0.1646,18.6156,0.7032,32.3436,0.17,0.01,0.65,0.83,7.1077,0.0031
Nepal,2005,28.7301,60.9372,3.1729,19.7151,5.8171,0.025,35.035486,19.95762312,5.919121082,9.0393,0.1679,18.8077,0.7152,32.2071,0.19,0.01,1,0.83,7.1967,0.0026
Nepal,2006,28.6028,34.2979,2.6166,20.0137,5.9452,0.0275,8.08177,20.17454221,6.01410647,8.608,0.174,19.1058,0.725,5.695,0.16,0.01,0.61,0.88,7.1052,0.0028
Nepal,2007,28.8751,34.5291,2.6902,20.1485,6.0064,0.03,8.153854,20.28182131,6.063461859,8.7867,0.1802,19.1733,0.7348,5.654,0.18,0.01,0.79,0.9,7.0837,0.003
Nepal,2008,29.9165,35.7978,2.9966,20.7177,6.1698,0.0325,8.48868,20.99105041,6.285597248,9.2155,0.179,19.7774,0.7447,5.8813,0.18,0.01,0.74,1.32,7.1422,0.0033
Nepal,2009,31.2233,37.18,3.5566,21.1622,6.4696,0.035,9.06886,21.4750795,6.601062637,9.8842,0.1815,20.3931,0.7545,5.9567,0.21,0.01,0.77,1.73,7.3707,0.0035
Nepal,2010,32.2829,38.2736,4.2166,21.358,6.6709,0.0374,9.70778,21.7082486,6.820088026,10.6629,0.184,20.6617,0.7643,5.9907,0.26,0,1.2,1.92,7.5392,0.0037
Nepal,2011,33.2635,39.156,4.4966,21.7665,6.9593,0.0411,9.97998,22.05330733,7.081600705,11.081,0.1877,21.2168,0.778,5.8925,0.28,0,1.42,1.94,7.7172,0.0038
Nepal,2012,34.2477,40.3376,4.89,22.1911,7.1218,0.0448,10.40352,22.59615606,7.293093383,11.7491,,21.6621,0.7917,6.0899,0.3,0.01,1.69,2.14,7.9052,0.0039
Netherlands,1990,208.4661,211.2032,157.8837,27.7197,15.9517,6.911,160.620748,27.71980227,15.95166405,158.9073,15.5777,21.5207,12.4704,2.7371,38.58,59.58,34.09,25.87,37.5481,1.8192
Netherlands,1991,217.6851,220.0954,166.8621,27.5768,16.0266,7.2195,169.272338,27.57689882,16.02661029,168.0514,15.7788,21.6802,12.1746,2.4103,39.9,59.18,36.32,25.97,44.7637,1.8177
Netherlands,1992,216.1364,218.5387,165.4279,27.1462,16.0342,7.5281,167.830136,27.14632536,16.03421653,166.8323,15.9506,21.4848,11.8787,2.4024,41.12,61.66,35.39,27.04,40.9093,1.833
Netherlands,1993,220.1291,222.5235,169.7857,26.6454,15.8614,7.8366,172.179976,26.64547191,15.86145278,171.3841,16.1334,21.0387,11.5829,2.3944,43.03,63.39,35.87,27.55,42.6649,1.9092
Netherlands,1994,221.639,224.0254,171.3951,26.1526,15.9461,8.1451,173.781428,26.15269845,15.94613902,173.0201,16.4738,20.8581,11.2871,2.3864,41.57,65.85,36.02,28.06,41.1605,1.9296
Netherlands,1995,223.1712,225.5496,172.8495,25.9313,15.9368,8.4536,175.227798,25.931395,15.93681526,174.5586,16.7665,20.855,10.9912,2.3784,42.97,67.12,35.2,28.79,41.4861,1.9624
Netherlands,1996,228.8789,231.2494,180.2723,24.9543,15.7783,7.8741,182.642668,24.95437393,15.77831697,181.8351,16.0815,20.457,10.5054,2.3705,44.09,68.74,34.33,29.57,47.3466,1.8485
Netherlands,1997,221.5327,223.8952,174.8323,23.9442,15.4617,7.2945,177.194686,23.94427286,15.46169868,176.1866,15.4588,19.8678,10.0195,2.3625,46.89,68.47,36.08,29.85,40.2571,1.5295
Netherlands,1998,220.1842,222.5387,175.4206,22.9655,15.0832,6.7149,177.77496,22.96561179,15.08319039,176.6248,14.7775,19.2482,9.5337,2.3545,47.98,70.12,34.74,30.65,39.7676,1.3473
Netherlands,1999,214.3197,216.6662,170.7605,22.4032,15.0206,6.1354,173.106892,22.40332072,15.02059209,171.6509,14.2501,19.3608,9.0478,2.3465,49.6,67.33,34.01,31.75,37.3881,1.1728
Netherlands,2000,215.5336,217.8722,174.0167,21.4253,14.5358,5.5558,176.355146,21.42539966,14.5358138,174.7672,13.5688,18.6357,8.562,2.3385,51.63,66.3,37.32,32.22,37.9086,1.0186
Netherlands,2001,220.2223,222.715,179.9203,20.9438,14.3951,4.9631,182.41305,20.94375004,14.3950736,180.6891,12.8866,18.4912,8.1454,2.4927,55.33,70.07,36.85,32.6,40.0441,1.125
Netherlands,2002,218.5314,221.0191,180.0768,19.9677,14.1165,4.3705,182.56445,19.96766042,14.11649339,180.9876,12.0907,17.7144,7.7288,2.4876,55.48,71.81,36.03,33.26,38.9996,0.8879
Netherlands,2003,221.5963,224.0788,184.6956,19.2438,13.879,3.7778,187.178162,19.2438008,13.87904319,185.9305,11.1226,17.2309,7.3122,2.4826,52.42,73.04,38.1,33.73,40.1952,0.8654
Netherlands,2004,222.2223,224.7055,186.2624,18.8591,13.9157,3.1851,188.744306,18.86019118,13.91586298,187.5157,10.4403,17.3606,6.8957,2.4832,56.77,75.06,37.72,34.18,39.7207,0.835
Netherlands,2005,216.3694,218.8417,181.4143,18.5883,13.7743,2.5925,183.886646,18.58834156,13.77428277,182.628,9.846,17.4263,6.4791,2.4724,63.98,72.24,37.83,34.04,37.6963,0.8217
Netherlands,2006,213.4235,215.5369,179.7669,18.2259,12.7835,2.6472,181.880266,18.22594716,12.78351263,180.8817,9.06,17.2999,6.182,2.1134,66.07,70.36,36.59,35.23,37.8973,0.8044
Netherlands,2007,214.8447,216.9581,182.4214,18.1674,11.554,2.7019,184.534738,18.16743276,11.55404248,183.6377,8.0836,17.2386,5.8848,2.1133,61.27,68.63,43.78,34.46,35.8983,0.8695
Netherlands,2008,216.1866,218.3,184.3343,18.4367,10.6591,2.7565,186.447658,18.43670836,10.65907233,185.6083,7.151,17.8396,5.5877,2.1133,59.6,68,42.73,34.96,38.9993,0.919
Netherlands,2009,208.2237,210.337,177.5609,18.1945,9.6571,2.8112,179.674278,18.19446396,9.657052185,178.8825,6.2185,17.8221,5.2906,2.1133,54.86,67.66,39.02,32.83,38.5503,0.8223
Netherlands,2010,218.2709,220.3842,188.4132,18.3234,8.6684,2.8659,190.526498,18.32339956,8.668362038,189.7924,5.286,18.189,4.9935,2.1133,53.72,69.75,42.33,33.35,43.5513,0.8111
Netherlands,2011,206.0525,208.1659,176.3218,18.1393,8.5587,3.0326,178.435198,18.13932075,8.558731954,177.7141,5.4491,17.8784,5.0109,2.1134,57.37,66.76,40.81,33.41,35.9045,0.8296
Netherlands,2012,205.4166,207.5299,175.2018,18.0685,8.9469,3.1993,177.315178,18.06854194,8.946881871,176.5972,5.6122,18.1789,5.0282,2.1133,52.76,64.91,40.44,32.5,37.9178,0.8294
New Zealand,1990,65.1255,76.6793,22.7945,26.3938,15.2951,0.6422,34.346388,26.3948758,15.2958301,23.5217,1.0575,38.569,1.9673,11.5538,2.36,4.58,6.55,8.57,2.9483,0.8734
New Zealand,1991,64.7009,45.7579,23.1856,25.892,15.0567,0.5665,4.240772,25.8931348,15.05747836,24.0164,0.8945,37.8257,1.9643,-18.943,2.2,4.99,6.84,8.57,2.751,0.8654
New Zealand,1992,65.774,46.9529,24.8626,25.55,14.8706,0.4908,6.039636,25.55112379,14.87135661,25.7051,0.8232,37.2944,1.9613,-18.821,2.13,6.14,6.81,8.95,2.9636,0.8415
New Zealand,1993,65.1247,46.4256,24.5194,25.4218,14.7684,0.4151,5.818386,25.42288278,14.76918487,25.2476,0.8581,37.0608,1.9583,-18.6991,2.2,5.39,7.06,9.34,2.7063,0.7512
New Zealand,1994,66.9345,48.3573,25.1644,26.2074,15.2233,0.3394,6.585318,26.20853177,15.22403312,25.8405,0.8307,38.2981,1.9553,-18.5772,2.63,4.72,7.26,10,3.059,0.8015
New Zealand,1995,68.4419,49.9867,25.8021,26.7548,15.6213,0.2637,7.344986,26.75592077,15.62209138,26.4781,0.7813,39.2403,1.9522,-18.4552,2.73,4.39,7.43,10.67,3.1917,0.7964
New Zealand,1996,69.0166,50.6818,27.227,26.3212,15.1525,0.3158,8.890838,26.32201717,15.15309438,27.9558,0.8449,38.2604,1.9655,-18.3348,2.7,5.33,7.85,10.8,3.0839,0.8919
New Zealand,1997,71.4318,53.2176,29.489,26.4973,15.0776,0.368,11.274042,26.49769357,15.07788737,30.2779,0.9011,38.2841,1.9788,-18.2143,2.73,7.46,7.61,11.02,3.1961,0.9918
New Zealand,1998,69.9888,51.8959,28.807,26.0159,14.7458,0.4201,10.713276,26.01640998,14.74610037,29.6744,0.939,37.3934,1.9921,-18.093,2.84,6.94,7.25,11.19,3.2583,1.0361
New Zealand,1999,71.9821,54.0104,30.4052,26.0806,15.0241,0.4722,12.43277,26.08103638,15.02436337,31.276,1.0318,37.6589,2.0053,-17.9717,2.76,8.05,7.41,11.47,3.3205,1.0256
New Zealand,2000,72.9233,55.0752,31.4992,25.8447,15.0551,0.5243,13.647754,25.84649279,15.05660637,32.4418,1.1064,37.3765,2.0186,-17.8481,2.55,7.86,8.15,11.97,3.4027,1.0591
New Zealand,2001,75.2408,56.9951,33.4501,25.9819,15.21,0.5988,15.202678,25.98289386,15.21074226,34.3108,1.1839,37.7091,2.027,-18.2457,2.76,9.5,8.27,12.03,3.4353,1.0755
New Zealand,2002,76.3403,58.0575,33.4568,26.5171,15.6932,0.6732,15.173984,26.51707492,15.69319815,34.3094,1.2175,38.7679,2.0354,-18.2828,2.83,8.58,8.72,12.5,3.5179,0.9916
New Zealand,2003,77.714,59.3973,34.1408,26.7869,16.0386,0.7477,15.823198,26.78746599,16.03897404,34.9048,1.3318,39.4236,2.0438,-18.3167,2.85,10.05,7.13,13.02,3.7804,0.9244
New Zealand,2004,77.077,58.725,33.9157,26.7196,15.6195,0.8222,15.562164,26.72051706,15.62018993,34.6367,1.4203,38.9778,2.0522,-18.3519,2.96,9.71,7.01,13.33,3.713,0.8737
New Zealand,2005,77.7309,59.3419,34.4669,26.6533,15.714,0.8966,16.07799,26.65332812,15.71398582,35.1233,1.4906,39.0464,2.0606,-18.3889,3.19,11.65,5.49,13.39,3.7656,0.8277
New Zealand,2006,77.9906,59.5562,34.6268,26.8769,15.5306,0.9563,16.189318,26.87895908,15.53164495,35.343,1.5543,39.0525,2.0408,-18.4344,3.14,11.62,5.64,13.54,3.6566,0.8864
New Zealand,2007,76.7121,58.3339,33.565,26.7246,15.4065,1.016,15.1771,26.73002004,15.41084409,34.3358,1.6033,38.742,2.021,-18.3781,3.27,10.09,5.95,13.67,3.5376,1.0881
New Zealand,2008,76.9387,58.6057,34.8129,26.2791,14.7711,1.0757,16.47847,26.280031,14.77155322,35.6509,1.6597,37.6269,2.0012,-18.333,3.4,10.94,6.28,13.75,3.3987,1.2822
New Zealand,2009,74.4118,56.1292,32.0305,26.6163,14.6296,1.1353,13.74733,26.61665196,14.62989236,32.9258,1.7161,37.7885,1.9814,-18.2826,3.27,8.88,6.07,13.48,3.1697,1.3261
New Zealand,2010,74.3246,56.0972,31.9453,26.6441,14.5401,1.195,13.714842,26.64584292,14.54150149,32.8502,1.8201,37.6927,1.9616,-18.2274,3.38,8.43,6.3,13.47,3.2307,1.4195
New Zealand,2011,74.0194,55.8416,31.2142,26.7723,14.7472,1.2857,13.03643,26.77231016,14.74715171,32.1847,1.8632,37.9926,1.9788,-18.1778,3.42,7.96,5.95,13.5,3.3839,1.3909
New Zealand,2012,76.5902,58.4731,32.9921,27.2401,14.9816,1.3765,14.87165267,27.2423474,14.98268193,33.9828,1.9518,38.6597,1.996,-18.1171,3.63,9.32,6.26,13.4,3.5971,1.4057
Nicaragua,1990,9.359,38.4195,2.4272,4.7643,2.1645,0.0029,31.344362,4.86439403,2.207909579,2.3577,0.6001,6.1101,0.291,29.0606,0.08,0.56,0.33,0.74,0.7277,0
Nicaragua,1991,7.6831,36.6658,1.9309,3.9577,1.7911,0.0033,30.770262,4.057731418,1.834487686,2.361,0.1243,4.8871,0.3107,28.9828,0.07,0.61,0.25,0.8,0.701,0
Nicaragua,1992,8.5538,37.5368,2.2492,4.3611,1.9396,0.0038,31.088762,4.461188806,1.982995792,2.6743,0.1431,5.3961,0.3303,28.983,0.05,0.77,0.26,0.91,0.7343,0
Nicaragua,1993,9.1617,38.1449,2.2082,4.8502,2.099,0.0043,31.04796,4.950286194,2.142313899,2.6876,0.1326,6.0016,0.35,28.9831,0.04,0.73,0.25,0.94,0.7676,0
Nicaragua,1994,9.491,38.4743,2.5339,4.9198,2.0325,0.0048,31.373788,5.019823583,2.075862005,3.0009,0.1587,5.9617,0.3697,28.9833,0.05,0.83,0.32,1,0.8509,0
Nicaragua,1995,8.9552,37.9387,2.6612,4.3703,1.9184,0.0053,31.501296,4.470310971,1.961790111,3.1542,0.1665,5.2551,0.3893,28.9835,0.06,0.95,0.29,1.1,0.8142,0
Nicaragua,1996,9.0445,37.9848,2.8295,4.3244,1.8818,0.0087,31.669856,4.394183372,1.911989796,3.3171,0.1883,5.0973,0.4418,28.9403,0.07,1.01,0.3,1.16,0.8471,0
Nicaragua,1997,9.7305,38.7515,3.0369,4.704,1.9774,0.0122,31.877044,4.830165774,2.032129481,3.54,0.199,5.4971,0.4944,29.021,0.06,1.09,0.35,1.22,0.88,0
Nicaragua,1998,10.1601,39.6678,3.5269,4.6518,1.9658,0.0156,32.368494,5.116368176,2.167369166,4.0628,0.2024,5.3579,0.5469,29.5077,0.08,1.48,0.35,1.33,0.9028,0
Nicaragua,1999,11.1687,40.1728,3.5559,5.3924,2.2014,0.019,32.396532,5.506440577,2.25079885,4.1057,0.1949,6.2587,0.5994,29.0041,0.08,1.36,0.4,1.39,0.9557,0
Nicaragua,2000,11.6722,40.7062,3.7838,5.6096,2.2564,0.0224,32.624568,5.744362979,2.314828535,4.2786,0.2862,6.4555,0.652,29.034,0.08,1.47,0.39,1.44,0.9786,0
Nicaragua,2001,11.8839,40.7689,3.9465,5.6576,2.2509,0.0289,32.82469,5.662397675,2.25292089,4.4611,0.2854,6.4613,0.6661,28.8851,0.07,1.6,0.43,1.45,0.9811,0
Nicaragua,2002,12.3363,41.2159,4.0848,5.7668,2.4493,0.0354,32.96176,5.768582372,2.450113245,4.6137,0.3102,6.7322,0.6802,28.8796,0.07,1.56,0.53,1.51,1.0137,0
Nicaragua,2003,13.0385,42.3643,4.3933,6.015,2.5882,0.0419,33.273864,6.325667068,2.7227856,4.7863,0.4853,7.0826,0.6943,29.3258,0.07,1.6,0.63,1.51,1.0463,0
Nicaragua,2004,12.7899,41.6849,4.3601,5.8993,2.4821,0.0484,33.237474,5.911711764,2.487247955,4.9489,0.3086,6.8241,0.7084,28.8949,0.06,1.67,0.64,1.44,1.1989,0
Nicaragua,2005,13.0434,42.2093,4.2938,6.0991,2.5956,0.0549,33.167038,6.303176461,2.68420031,4.9015,0.3187,7.1007,0.7225,29.166,0.05,1.57,0.67,1.44,1.2215,0
Nicaragua,2006,13.4563,42.3078,4.5038,6.2245,2.6665,0.0615,33.304728,6.259872417,2.681695391,5.1145,0.3253,7.27,0.7364,28.8515,0.05,1.68,0.71,1.48,1.2445,0
Nicaragua,2007,13.6024,42.4704,4.6238,6.2456,2.665,0.068,33.427278,6.290718374,2.684340473,5.2576,0.3318,7.2627,0.7503,28.8679,0.08,1.79,0.66,1.53,1.2776,0
Nicaragua,2008,13.4374,42.3349,4.4538,6.2843,2.6247,0.0746,33.256588,6.350364331,2.653385554,5.1106,0.3384,7.2341,0.7642,28.8975,0.08,1.68,0.62,1.5,1.3106,0
