"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Sierra Leone,2006,5.2238,11.0533,0.7328,3.728,0.7233,0.0397,6.42331,3.824863202,0.765387866,,0.157,2.3649,2.0861,5.8295,,,,,,0.0003
Sierra Leone,2007,4.6995,10.4733,0.6412,3.3419,0.6709,0.0454,6.33179,3.399975243,0.696146149,,0.17,1.875,2.1374,5.7738,,,,,,0.0005
Sierra Leone,2008,5.0229,10.8489,0.6632,3.5406,0.768,0.0511,6.353854,3.634997285,0.809024432,,0.1793,2.1192,2.1887,5.8261,,,,,,0.0007
Sierra Leone,2009,5.123,10.9592,0.6522,3.647,0.7671,0.0567,6.342942,3.748449327,0.811102716,,0.174,2.1731,2.24,5.8362,,,,,,0.0009
Sierra Leone,2010,5.3843,11.1052,0.7255,3.7988,0.7976,0.0624,6.416302,3.819771368,0.806730999,,0.2127,2.304,2.2913,5.7209,,,,,,0.0011
Sierra Leone,2011,5.8617,11.5961,0.8977,4.008,0.8866,0.0694,6.58858,4.038359515,0.89973722,,0.2233,2.5486,2.345,5.7344,,,,,,0.0011
Sierra Leone,2012,6.4977,13.0168,1.3112,4.1404,0.9697,0.0763,7.0022,4.717867663,1.22044344,,,2.7105,2.3986,6.5191,,,,,,0.0011
Singapore,1990,32.2765,32.275,31.1733,0.6395,0.2438,0.22,31.171728,0.639485136,0.243808323,30.3922,1.1433,0.1009,0.6402,-0.0016,39.5,23.19,1.72,4.03,1.4522,0
Singapore,1991,34.0529,34.0514,32.7866,0.671,0.3658,0.2295,32.785008,0.671024165,0.365851609,31.9498,1.3431,0.0871,0.6729,-0.0016,36.79,24,1.68,4.88,1.3806,0.0092
Singapore,1992,34.9264,34.9249,33.4953,0.7026,0.4895,0.239,33.493712,0.702633195,0.489534896,32.7175,1.4184,0.075,0.7056,-0.0016,44.6,25.58,1.53,4.71,0.8791,0.0184
Singapore,1993,40.4513,40.4497,38.8539,0.7343,0.6145,0.2485,38.85232,0.734362224,0.614498182,37.5551,2.0836,0.0642,0.7384,-0.0016,41.84,30.31,1.64,4.67,0.9076,0.0275
Singapore,1994,42.5813,42.5798,40.7962,0.7796,0.7475,0.258,40.794608,0.779591254,0.747521469,39.4527,2.2724,0.0751,0.7711,-0.0016,43.46,31.67,1.74,5.08,0.926,0.0367
Singapore,1995,42.6624,42.6608,40.6938,0.8214,0.8795,0.2676,40.69224,0.821470283,0.879534755,39.3304,2.4466,0.0816,0.8038,-0.0016,43.09,30.95,1.95,5.59,0.7945,0.0459
Singapore,1996,44.2282,44.2267,41.8851,0.9694,0.9009,0.4728,41.883536,0.969404033,0.900954389,40.5682,2.7231,0.0798,0.8471,-0.0016,50.19,32.47,2.07,5.05,0.8254,0.1528
Singapore,1997,45.3539,45.3523,42.6451,1.1153,0.9155,0.678,42.643536,1.115337783,0.915514024,41.4561,2.9482,0.0691,0.8904,-0.0015,57.91,32.01,3.16,5.01,1.0163,0.2598
Singapore,1998,43.6837,43.6821,40.5952,1.263,0.9424,0.8831,40.593552,1.263051533,0.942403658,39.9839,2.6934,0.0726,0.9337,-0.0016,61.53,31.12,2.68,5.03,0.7873,0.3667
Singapore,1999,44.3874,44.3859,40.9081,1.4225,0.9685,1.0883,40.906464,1.422555284,0.968513293,40.7418,2.5814,0.0872,0.977,-0.0016,69.15,31.88,2.52,5.08,0.7882,0.4736
Singapore,2000,48.7907,48.7891,44.9716,1.5451,0.9804,1.2935,44.969984,1.545149034,0.980402927,45.1696,2.5501,0.0506,1.0204,-0.0016,69.47,33.14,5.49,5.16,0.7991,0.5805
Singapore,2001,48.9641,48.9687,44.9804,1.6101,0.992,1.3815,44.984998,1.610089866,0.992045235,45.465,2.3812,0.0487,1.0592,0.0046,74.42,32.83,5.97,5.26,0.797,0.6081
Singapore,2002,49.0358,49.0403,44.8489,1.7004,1.0169,1.4695,44.853478,1.700410699,1.016937543,45.5604,2.2819,0.0854,1.098,0.0046,74.06,31.85,6.98,5.23,0.8648,0.6356
Singapore,2003,46.733,46.7376,42.3433,1.7654,1.0668,1.5575,42.34783,1.765431531,1.066809851,43.1258,2.3585,0.1219,1.1369,0.0046,74.58,28.21,8.22,5.25,0.7827,0.6631
Singapore,2004,49.011,49.0156,44.44,1.8303,1.0952,1.6455,44.44455,1.830322364,1.095242159,45.3012,2.3875,0.1367,1.1757,0.0046,85.34,29.18,9.3,5.35,0.7805,0.6906
Singapore,2005,47.4556,47.4602,42.72,1.8953,1.1069,1.7335,42.72455,1.895273196,1.106874467,43.6065,2.4897,0.1348,1.2145,0.0046,92.05,27.01,9.65,5.54,0.6884,0.7181
Singapore,2006,48.176,48.1812,43.23,1.9609,1.1412,1.8439,43.23523,1.960854743,1.1412317,44.1541,2.6159,0.1482,1.2578,0.0052,102.1,27.02,9.99,5.75,0.6544,0.7397
Singapore,2007,49.9283,49.9335,44.79,2.0248,1.1592,1.9543,44.79523,2.02484629,1.159168933,45.7516,2.742,0.1435,1.3011,0.0052,112.37,27.56,10.77,5.95,0.7103,0.7613
Singapore,2008,48.0971,48.1023,42.78,2.0887,1.1637,2.0647,42.78523,2.088727837,1.163656165,43.7492,2.8682,0.1253,1.3444,0.0052,123.18,27.16,9.02,6.06,0.7263,0.7829
Singapore,2009,49.5578,49.5631,44.07,2.1527,1.1601,2.1751,44.07523,2.152699384,1.160053398,45.0767,2.9943,0.0991,1.3876,0.0052,127.28,24.87,12.01,6.63,0.7622,0.8045
Singapore,2010,54.6102,54.6154,48.94,2.2183,1.1664,2.2855,48.94523,2.218290931,1.166370631,49.9643,3.1205,0.0845,1.4309,0.0052,142.96,27.26,14.13,6.96,0.7882,0.8261
Singapore,2011,56.3598,56.3655,50.33,2.2826,1.1993,2.5479,50.33523,2.282893253,1.199448785,51.4107,3.3914,0.1009,1.4668,0.0057,151.35,28.85,13.97,6.96,0.7755,0.8551
Singapore,2012,56.1208,56.126,49.75,2.3473,1.2132,2.8103,49.75523,2.347265574,1.213236938,50.857,3.6623,0.0987,1.5027,0.0052,151.87,28.19,14.09,6.91,0.7829,0.8842
Slovakia,1990,,,58.5386,,,0.2714,,,,57.4539,3.2705,,1.0059,,0,17.2,18.49,4.04,17.7239,
Slovakia,1991,,,51.0422,,,0.2475,,,,50.2512,2.9087,,1.0358,,0,16.7,16.57,3.36,13.6212,
Slovakia,1992,,,46.5958,,,0.2237,,,,45.9785,2.6569,,1.0656,,0,16.12,14.56,3.51,11.7885,
Slovakia,1993,52.8786,52.9225,44.5258,5.0485,3.1046,0.1998,44.56913,5.048770404,3.104801422,45.0369,2.6315,4.1147,1.0955,0.0439,0,17.54,11.83,2.91,11.5758,1.1811
Slovakia,1994,49.5148,39.6209,41.6547,4.735,2.9492,0.1759,31.760358,4.735255749,2.949415702,42.0443,2.7051,3.6399,1.1254,-9.8938,0.1,15.84,11.92,3.32,9.7531,1.2112
Slovakia,1995,49.9431,40.0503,42.2773,4.6291,2.8847,0.152,32.38399,4.629431094,2.884879981,42.5518,2.7823,3.4637,1.1553,-9.8928,0.12,17.38,10.71,3.76,9.4604,1.2414
Slovakia,1996,50.5388,40.6467,42.716,4.7791,2.8944,0.1493,32.823474,4.779335997,2.894552555,43.0358,2.7077,3.5309,1.2642,-9.8921,0.12,16.76,11.97,3.48,9.5674,1.2584
Slovakia,1997,50.8223,40.9312,43.0409,4.8059,2.8289,0.1467,33.149374,4.8061209,2.829055129,43.1999,2.8493,3.3999,1.3732,-9.8911,0.11,16.74,11.77,4.06,9.3545,1.2754
Slovakia,1998,49.8548,39.9647,42.155,4.7592,2.7966,0.144,32.26452,4.759435803,2.796767704,41.524,3.6102,3.2285,1.4821,-9.8901,0.09,16.08,10.44,4.13,9.5815,1.2925
Slovakia,1999,48.51,38.621,41.1923,4.6505,2.5259,0.1413,31.302878,4.650720707,2.526080278,40.558,3.5942,2.7567,1.5911,-9.889,0.06,15.89,9.73,4.2,9.4285,1.3095
Slovakia,2000,46.3185,36.4309,38.8869,4.7127,2.5803,0.1386,28.998806,4.71301561,2.580452852,39.1121,2.7356,2.7809,1.7,-9.8877,0.08,13.86,10.88,4.02,9.0256,1.3265
Slovakia,2001,47.6719,38.5236,40.0539,4.7334,2.7164,0.1682,30.90543,4.73352405,2.716438876,40.1773,2.8689,2.8055,1.8203,-9.1483,0.09,16.11,9.95,5.3,7.5459,1.2714
Slovakia,2002,47.3231,38.1551,39.5605,4.792,2.7727,0.1979,30.392558,4.792062491,2.772654899,39.6251,2.9692,2.7881,1.9407,-9.168,0.14,14.63,10.51,6.09,7.1762,1.2189
Slovakia,2003,47.8228,38.6357,40.031,4.7854,2.7789,0.2275,30.843882,4.785490931,2.778880922,40.0405,3.0659,2.6555,2.061,-9.1871,0.1,16.78,10.18,5.58,6.3465,1.1539
Slovakia,2004,46.8446,37.638,38.8631,4.7962,2.9282,0.2571,29.656486,4.796249372,2.928156945,38.8173,3.1625,2.6834,2.1813,-9.2066,0.08,15.91,9.67,5.88,6.2668,1.0905
Slovakia,2005,47.7837,38.5581,39.8459,4.7323,2.9187,0.2867,30.620144,4.732447813,2.918822969,39.5765,3.4277,2.4778,2.3017,-9.2256,0.12,15.76,9.56,6.45,6.7872,1.0193
Slovakia,2006,46.995,40.5921,39.2615,4.7406,2.6836,0.3093,32.858586,4.740662319,2.683580021,38.9551,3.2386,2.4751,2.3362,-6.4029,0.12,15.37,9.64,6.06,6.846,1.0391
Slovakia,2007,46.2438,39.8441,38.7735,4.7346,2.4039,0.3318,32.369134,4.737196824,2.405987074,38.3953,3.0642,2.4135,2.3707,-6.3997,0.15,14.6,9.69,6.63,6.4048,1.0705
Slovakia,2008,45.7699,39.3644,38.5406,4.735,2.1399,0.3544,32.13505,4.73505133,2.139864127,37.9469,3.0436,2.3741,2.4053,-6.4056,0.19,13.4,9.31,7.26,6.9037,1.0732
Slovakia,2009,41.9624,35.5554,34.9807,4.7328,1.8719,0.377,28.573746,4.732805836,1.87187118,34.9492,2.2353,2.3281,2.4398,-6.407,0.13,12.88,7.57,6.26,7.1525,1.0867
Slovakia,2010,43.4475,37.0392,36.6984,4.7414,1.6082,0.3995,30.290082,4.741390342,1.608198233,36.726,1.94,2.2971,2.4743,-6.4083,0.12,13.52,7.79,7.08,7.2414,1.0947
Slovakia,2011,42.2029,35.7934,35.3202,4.7313,1.7214,0.43,28.910676,4.731330669,1.72136614,35.3462,1.9742,2.4011,2.4715,-6.4095,0.13,13.36,8.01,7.05,5.836,1.0902
Slovakia,2012,40.2308,33.825,33.3425,4.7131,1.7146,0.4606,26.93551518,4.714100995,1.714774047,33.3882,2.007,2.3769,2.4686,-6.4059,0.11,12.66,7.81,6.4,5.4307,1.0875
Slovenia,1990,,,14.0364,,,0.2677,,,,14.024,1.0009,,0.6015,,0.08,6.21,2.59,2.6,2.2633,0.3608
Slovenia,1991,,,13.2276,,,0.2439,,,,13.2612,0.9333,,0.598,,0.02,5.36,2.29,2.45,2.8073,0.3539
Slovenia,1992,15.8632,15.9257,12.6794,2.0389,0.9249,0.22,12.741326,2.039301292,0.925048,12.9683,0.6562,1.6541,0.5946,0.0625,0.03,5.87,1.83,2.53,2.3912,0.3471
Slovenia,1993,16.5744,7.7433,13.4517,2.0406,0.8859,0.1961,4.620064,2.040995756,0.886102114,13.7755,0.5798,1.6281,0.5911,-8.8311,0.05,5.93,1.74,3.06,2.7052,0.3403
Slovenia,1994,16.6507,7.7653,13.577,1.9954,0.906,0.1723,4.690978,1.995800219,0.906196227,13.7926,0.6462,1.6143,0.5876,-8.8855,0.05,5.53,2.03,3.41,2.4892,0.3334
Slovenia,1995,17.4908,8.551,14.5246,1.9794,0.8383,0.1484,5.58427,1.979804683,0.838480341,14.6898,0.665,1.5419,0.5842,-8.9398,0.06,5.82,1.98,3.8,2.7632,0.3266
Slovenia,1996,18.2921,9.2979,15.333,2.0123,0.7807,0.1661,6.33824,2.012633426,0.780904544,15.4714,0.7064,1.5009,0.6035,-8.9942,0.05,5.55,2,4.31,3.2911,0.3203
Slovenia,1997,18.8424,9.7938,15.8133,1.9918,0.8536,0.1838,6.764194,1.992072169,0.853768746,15.913,0.7698,1.5368,0.6228,-9.0486,0.05,5.85,2.09,4.52,3.1389,0.3141
Slovenia,1998,18.6355,9.5326,15.6216,1.9614,0.8511,0.2014,6.518174,1.961760913,0.851282949,15.6947,0.8112,1.4877,0.6421,-9.1029,0.05,6.23,2,3.76,3.3968,0.3078
Slovenia,1999,18.0907,8.9334,15.0982,1.9236,0.8498,0.2191,5.940464,1.923939656,0.849917152,15.1363,0.8709,1.4321,0.6614,-9.1573,0.06,5.44,2.2,3.55,3.6447,0.3016
Slovenia,2000,17.7914,8.5796,14.7385,1.9527,0.8634,0.2368,5.526418,1.9529684,0.863501355,14.7079,0.9343,1.4586,0.6807,-9.2118,0.07,5.56,2.56,3.49,2.8026,0.2953
Slovenia,2001,18.6811,5.28,15.5456,1.9854,0.8805,0.2697,2.143242,1.986227358,0.880821053,15.5411,0.9345,1.509,0.6866,-13.4011,0.08,6.04,2.33,3.65,3.2271,0.294
Slovenia,2002,18.8273,5.3841,15.6962,1.9628,0.8656,0.3026,2.25297,1.962806317,0.865640751,15.7142,0.9383,1.4723,0.6925,-13.4433,0.09,6.35,2.06,3.76,3.2516,0.2926
Slovenia,2003,18.9796,5.4977,15.8115,1.9649,0.8677,0.3356,2.327264,1.966505276,0.868350449,15.7374,1.0668,1.4771,0.6984,-13.4819,0.08,6.06,2.49,3.82,3.0761,0.2912
Slovenia,2004,19.081,5.5558,15.9699,1.9128,0.8297,0.3685,2.444704,1.912844235,0.829720147,15.9705,1.0083,1.3878,0.7044,-13.5252,0.06,6.13,2.54,4,3.0107,0.2898
Slovenia,2005,19.2724,5.7062,16.1469,1.9127,0.8112,0.4015,2.580758,1.912743193,0.811249845,16.1936,1.0085,1.3699,0.7103,-13.5662,0.14,6.19,2.71,4.27,2.7352,0.2885
Slovenia,2006,19.6403,5.8136,16.5339,1.8778,0.8168,0.4119,2.703802,1.880062946,0.817790992,16.5077,1.0931,1.3655,0.684,-13.8268,0.16,6.33,2.85,4.5,2.5387,0.289
Slovenia,2007,19.5687,5.697,16.4785,1.8503,0.8175,0.4223,2.606778,1.850322698,0.817512139,16.4517,1.1154,1.3639,0.6577,-13.8718,0.24,6.43,2.59,5.07,2.0723,0.2894
Slovenia,2008,20.4903,6.5769,17.3885,1.8648,0.8042,0.4328,3.475098,1.864832451,0.804153286,17.3357,1.123,1.3901,0.6314,-13.9134,0.31,6.25,2.42,5.94,2.4358,0.2899
Slovenia,2009,18.5566,4.6015,15.4983,1.8128,0.8023,0.4432,1.543194,1.812802203,0.802274433,15.6098,0.9805,1.3612,0.6052,-13.9551,0.18,5.99,2.05,4.95,2.3294,0.2904
Slovenia,2010,18.9544,4.9577,15.8983,1.7928,0.8097,0.4536,1.901514,1.792811956,0.80970558,16.0138,0.9881,1.3737,0.5789,-13.9968,0.14,6.1,2.02,5.16,2.4429,0.2909
Slovenia,2011,18.8311,4.7932,15.7483,1.7847,0.8106,0.4875,1.709834,1.785017102,0.810814301,15.8646,1.022,1.3567,0.5777,-14.0379,0.17,6.17,1.74,5.51,2.1511,0.2935
Slovenia,2012,17.7186,3.6385,14.63,1.7671,0.8001,0.5215,0.54985,1.767062248,0.800103023,15.2555,,1.3189,0.5766,-14.0802,0.23,5.9,1.68,5.48,1.8993,0.2961
Solomon Islands,1990,0.3601,2.0467,0.1612,0.1821,0.0168,0,1.847856,0.182105508,0.016767627,,0,0.052,0.1469,1.6866,,,,,,0
Solomon Islands,1991,0.3656,2.0522,0.1612,0.1875,0.0169,0,1.847866,0.187494501,0.016867875,,0,0.0518,0.1526,1.6867,,,,,,0
Solomon Islands,1992,0.3722,2.0588,0.1612,0.1939,0.0171,0,1.847866,0.193883493,0.017058124,,0,0.0527,0.1583,1.6867,,,,,,0
Solomon Islands,1993,0.3747,2.0614,0.1576,0.1999,0.0173,0,1.844212,0.199862485,0.017268372,,0,0.0531,0.164,1.6867,,,,,,0
Solomon Islands,1994,0.3759,2.0626,0.1539,0.2047,0.0173,0,1.840548,0.204741477,0.01725862,,0,0.0523,0.1697,1.6867,,,,,,0
Solomon Islands,1995,0.389,2.0756,0.1612,0.2104,0.0173,0.0001,1.847876,0.210370469,0.017338868,,0.0001,0.0523,0.1754,1.6867,,,,,,0
Solomon Islands,1996,0.3958,2.0824,0.1612,0.217,0.0175,0.0001,1.847886,0.216964964,0.017474739,,0.0001,0.0526,0.1818,1.6867,,,,,,0
Solomon Islands,1997,0.4026,2.0893,0.1612,0.2236,0.0176,0.0002,1.847886,0.223569458,0.01764061,,0.0002,0.053,0.1882,1.6867,,,,,,0
Solomon Islands,1998,0.4087,2.0954,0.1612,0.2295,0.0177,0.0002,1.847896,0.229523953,0.01773648,,0.0002,0.0526,0.1946,1.6867,,,,,,0
Solomon Islands,1999,0.4203,2.107,0.1649,0.2373,0.0179,0.0003,1.85156,0.237278448,0.017872351,,0.0003,0.0541,0.201,1.6867,,,,,,0
Solomon Islands,2000,0.4282,2.1148,0.1649,0.2448,0.0181,0.0004,1.85157,0.244832942,0.018088222,,0.0004,0.0555,0.2074,1.6867,,,,,,0
Solomon Islands,2001,0.4405,2.0537,0.1722,0.2496,0.0183,0.0005,1.785408,0.249587397,0.018272204,,0.0005,0.0537,0.2141,1.6132,,,,,,0
Solomon Islands,2002,0.4477,2.061,0.1722,0.2565,0.0185,0.0006,1.785478,0.256481852,0.018456187,,0.0006,0.0541,0.2209,1.6133,,,,,,0
Solomon Islands,2003,0.4623,2.0756,0.1795,0.2635,0.0186,0.0007,1.792866,0.263496306,0.018610169,,0.0007,0.0545,0.2276,1.6133,,,,,,0
Solomon Islands,2004,0.4715,2.0849,0.1795,0.2719,0.0192,0.0008,1.792936,0.271940761,0.019214152,,0.0008,0.0568,0.2343,1.6134,,,,,,0
Solomon Islands,2005,0.4795,2.093,0.1795,0.2797,0.0194,0.0009,1.793006,0.279665216,0.019438134,,0.0009,0.058,0.2411,1.6135,,,,,,0
Solomon Islands,2006,0.4876,2.1742,0.1795,0.2871,0.0199,0.001,1.866196,0.287055858,0.019944884,,0.001,0.0589,0.2481,1.6867,,,,,,0
Solomon Islands,2007,0.5067,2.1933,0.1905,0.2945,0.0204,0.0012,1.877188,0.294546501,0.020421633,,0.0012,0.0599,0.2551,1.6867,,,,,,0
Solomon Islands,2008,0.515,2.2016,0.1905,0.3025,0.0206,0.0013,1.877198,0.302497143,0.020628383,,0.0013,0.061,0.2621,1.6867,,,,,,0
Solomon Islands,2009,0.5261,2.2128,0.1942,0.3097,0.0208,0.0015,1.880862,0.309667786,0.020795132,,0.0015,0.0613,0.2691,1.6867,,,,,,0
Solomon Islands,2010,0.5364,2.223,0.1979,0.3161,0.0208,0.0016,1.884536,0.316078428,0.020831881,,0.0016,0.0608,0.2761,1.6867,,,,,,0
Solomon Islands,2011,0.5436,2.2303,0.1979,0.3228,0.0209,0.002,1.884536,0.322839604,0.0209261,,0.002,0.0606,0.2832,1.6867,,,,,,0
Solomon Islands,2012,0.6195,2.3062,0.266,0.3298,0.0213,0.0024,1.95271,0.32981078,0.021250319,,,0.0609,0.2902,1.6867,,,,,,0
South Africa,1990,317.0474,321.7321,257.5412,38.5258,19.9164,1.0641,261.146138,39.26280832,20.25906947,264.5132,6.8343,30.4857,15.1942,4.6846,7.04,142.92,67.36,29.24,18.1932,6.8
South Africa,1991,314.2108,315.7579,253.6306,39.1719,20.0728,1.3354,254.09801,39.90889507,20.41552798,261.1003,6.9953,30.6194,15.4858,1.547,7.63,142.49,63.48,29.27,18.9734,6.8868
South Africa,1992,309.8022,311.3492,248.8828,39.4801,19.8325,1.6068,249.350154,40.21709183,20.17518649,256.8473,7.149,30.0184,15.7775,1.547,9.71,144.74,56.35,29.76,19.0237,6.9737
South Africa,1993,317.3425,318.8895,255.644,39.4877,20.3325,1.8782,256.11137,40.22470858,20.675245,263.7643,7.6618,29.8572,16.0691,1.547,9.14,154.68,48.03,29.92,24.0739,7.0605
South Africa,1994,323.5077,325.0547,261.5388,39.6235,20.1958,2.1496,262.00617,40.36048534,20.53852351,269.6714,8.2881,29.1874,16.3608,1.547,9.87,158.52,49.32,31.01,23.6741,7.1473
South Africa,1995,341.6827,343.2297,279.0114,40.1355,20.1148,2.4209,279.478746,40.87250209,20.45754202,286.8584,9.2223,28.9496,16.6524,1.547,11.88,166.47,55.54,34.82,22.7943,7.2341
South Africa,1996,353.5781,355.5329,289.2447,40.8007,20.8902,2.6426,289.685896,41.83999402,21.36443069,297.2889,9.442,29.9811,16.8761,1.9548,12.11,174.25,60.28,33.97,21.4234,7.3656
South Africa,1997,369.4118,371.3505,304.0615,41.3817,21.1044,2.8642,304.474518,42.42909595,21.58272937,311.8504,10.0941,30.3674,17.0998,1.9388,10.18,184.1,63.95,34.87,21.3424,7.588
South Africa,1998,377.7609,380.8249,311.1541,42.0924,21.4286,3.0859,311.694982,43.81796788,22.22608805,319.6312,9.8229,30.9933,17.3235,3.0639,11.88,190.9,66.16,34.54,20.1115,7.9197
South Africa,1999,361.2377,363.5483,294.2607,42.2945,21.375,3.3075,294.722738,43.5582398,21.95982672,303.2217,9.7459,30.7329,17.5472,2.3106,13.05,181.14,60.33,35,18.7006,8.0511
South Africa,2000,368.9956,370.1893,301.3413,42.5253,21.5999,3.5291,301.855526,42.99877173,21.8058754,310.4904,9.9547,30.7797,17.7708,1.1937,11.3,188.52,61.03,34.82,17.9196,8.2008
South Africa,2001,355.5545,356.6246,287.0942,43.0063,21.3567,4.0973,287.588242,43.40374834,21.53528928,296.5792,10.446,30.5676,17.9617,1.07,11.31,176.13,54.65,35.63,21.8338,8.3354
South Africa,2002,368.7217,369.8475,298.3161,43.5279,22.2123,4.6654,298.857836,43.94173494,22.38247317,307.9181,11.1462,31.495,18.1525,1.1258,10.53,180.68,57.32,36.41,25.0381,8.47
South Africa,2003,394.1702,395.3667,324.6596,43.3655,20.9116,5.2336,325.07845,43.89587154,21.15877705,334.4169,11.828,29.582,18.3433,1.1965,10.9,199.79,60.37,38.58,27.0723,8.6046
South Africa,2004,411.2463,412.2031,341.1627,43.6056,20.6763,5.8017,341.59646,43.96885815,20.83603094,350.6393,12.9459,29.137,18.5341,0.9568,9.79,213.19,58.38,40.83,29.5365,8.7029
South Africa,2005,407.7211,409.7067,335.4282,44.8679,21.0551,6.3699,335.967116,45.82669475,21.54301483,344.6711,13.9868,30.3283,18.7249,1.9856,10.68,210.08,51.94,42.76,31.0607,8.8304
South Africa,2006,409.1269,410.1942,337.0457,44.2513,20.7454,7.0844,337.530994,44.65487805,20.92386945,345.7636,15.4092,29.091,18.8531,1.0672,10.46,211.47,47.55,43.89,34.321,8.5326
South Africa,2007,436.2845,438.4456,362.474,44.7223,21.2892,7.799,362.914388,45.89145134,21.84080407,370.7721,16.7363,29.7948,18.9813,2.1611,10.82,218.53,55.1,48.25,40.3914,8.5007
South Africa,2008,466.5024,467.9421,390.9624,45.0632,21.9632,8.5135,391.367908,45.76491463,22.29573869,399.4106,17.4736,30.4987,19.1096,1.4397,10.7,245.41,54.02,48.27,43.2417,8.4689
South Africa,2009,448.1134,449.4289,371.3734,45.1539,22.358,9.228,371.867662,45.70095792,22.63222331,380.7491,17.4633,30.6732,19.2378,1.3155,9.58,226.41,57.46,46.29,42.152,8.437
South Africa,2010,459.3872,460.7485,381.7254,45.3736,22.3457,9.9426,382.199072,45.96011122,22.64672793,391.6175,17.8342,30.5695,19.366,1.3613,12.12,241.49,67.73,47.59,26.4024,8.4052
South Africa,2011,445.7805,446.7888,367.1086,45.334,22.4388,10.8991,367.548922,45.73453978,22.60622536,376.9822,18.9943,30.5029,19.3011,1.0082,12.57,229.05,59,48.29,32.1395,8.5028
South Africa,2012,462.6005,463.7507,382.8149,45.4055,22.5245,11.8556,383.221997,45.91218835,22.76093279,391.7669,21.0675,30.5399,19.2362,1.1502,13.63,236.41,58.83,48.44,39.4866,8.6004
Spain,1990,274.7757,263.2186,219.3361,29.672,22.3821,3.3855,207.642658,29.75495426,22.43550391,210.5806,21.0398,35.8408,7.3244,-11.5571,14.78,77.03,44.88,62.94,23.1999,2.5307
Spain,1991,281.7242,245.8529,225.5085,30.0245,22.1569,4.0343,189.500854,30.10747656,22.21025868,218.3103,20.1976,35.4205,7.7958,-35.8713,16.11,78.28,46.45,65.43,25.6544,2.4958
Spain,1992,292.5068,256.0715,236.796,30.2791,20.7485,4.6832,200.224402,30.36203886,20.80193344,229.9366,20.5938,33.7192,8.2673,-36.4353,17,87.8,44.05,68.94,26.6789,2.4676
Spain,1993,278.7506,241.7668,221.5549,30.1574,21.7064,5.332,184.434724,30.24030116,21.75978821,215.6434,20.3708,34.0077,8.7387,-36.9838,15.71,77.31,41.96,67.9,26.1335,2.34
Spain,1994,291.0657,253.5099,232.4029,30.7305,21.9515,5.9808,194.71069,30.81347346,22.00489298,225.4289,22.1483,34.2783,9.2101,-37.5559,15.41,79.26,46.19,70.22,27.478,2.281
Spain,1995,305.453,267.3646,245.8685,31.4535,21.5014,6.6296,207.643836,31.53640576,21.55474774,238.3367,23.4312,34.0035,9.6816,-38.0884,16.01,88.22,48.84,71.44,27.5825,2.2542
Spain,1996,297.9933,259.3386,234.9245,32.2321,23.6661,7.1706,196.139034,32.31163551,23.71732276,228.1424,23.3018,36.3593,10.1799,-38.6547,20.96,76.05,44.69,76.4,28.8028,2.1996
Spain,1997,319.3582,280.3303,254.4753,33.8005,23.3709,7.7116,215.132732,33.98642526,23.49957777,246.5845,25.0409,37.0447,10.6781,-39.0279,24.91,88.28,50.79,76.36,29.0132,2.1413
Spain,1998,332.8306,293.2368,265.1903,34.5111,24.8767,8.2526,225.346016,34.66849502,24.96969279,254.7304,28.2604,38.6734,11.1764,-39.5939,26.24,87.66,52.04,83.78,29.1635,2.0869
Spain,1999,354.9907,314.6203,286.2609,35.2655,24.6707,8.7935,245.787324,35.32755477,24.7119278,274.5823,30.1095,38.6342,11.6747,-40.3704,26.03,105.47,47.74,88.04,31.2939,2.0385
Spain,2000,373.3812,332.6016,302.9325,36.1989,24.9153,9.3345,261.951266,36.32557452,24.99021282,290.1764,31.7973,39.2245,12.173,-40.7797,27,109.56,54.45,89.91,34.2842,1.9722
Spain,2001,375.4275,373.3204,305.7186,36.8895,24.4792,8.3402,303.57465,36.91238272,24.49321806,291.7709,31.8933,39.2559,12.4973,-2.1071,29.41,102.52,58.69,93.98,34.6473,1.9336
